,Diag: Oppositional Defiant Disorder,Diag: Specific Phobia,Diag: No Diagnosis Given,Diag: ADHD-Inattentive Type,Diag: Language Disorder,Diag: Specific Learning Disorder with Impairment in Reading,Diag: ADHD-Combined Type,Diag: Generalized Anxiety Disorder,Diag: Social Anxiety (Social Phobia),Diag: Specific Learning Disorder with Impairment in Mathematics,Diag: Enuresis,Diag: Autism Spectrum Disorder
1,0.5041650445774157,0.6782719323063865,0.737591093117409,0.6294690891930155,0.6832477393638107,0.5994272221711554,0.7895008361453487,0.7851682125457076,0.6267002790621496,0.5530020201411083,0.7928122860803066,0.736928988784872
2,0.8079028713983611,0.705894716421001,0.7609229504048582,0.6447605739735723,0.7055790489272632,0.6470015339185587,0.842972842313333,0.8043145553287486,0.7747759392362642,0.7199924007406068,0.8529474802704924,0.8315637089279967
3,0.8475891873733369,0.721532573117939,0.8233805668016194,0.6495042620339783,0.7319880033161283,0.6766768257652358,0.8569861444571737,0.8328125995526193,0.7755599856759294,0.7952523222130651,0.8650154358338712,0.8614100915464927
4,0.8628041141990884,0.7321837228207108,0.8326391700404857,0.6650637830344502,0.7369758725897119,0.7062092104053681,0.8630635290383075,0.8595277223745811,0.8049106442926994,0.797023312584731,0.8703465835191379,0.8791597528914972
5,0.8604053871386345,0.7525302661266431,0.8309337044534413,0.6764670097923549,0.7349191929102644,0.7264968632227227,0.8600021221425449,0.8685387882974597,0.8090451491691131,0.8004740910481729,0.8673987090252109,0.8804696091793088
6,0.8668365905286007,0.7590523165759965,0.8351398026315788,0.6810851226993864,0.7531648572161964,0.7280606558507217,0.8642323709893581,0.8728173326304052,0.8116311351502119,0.8003896784078295,0.8670610031733459,0.8840556738882726
7,0.8694304914730173,0.7641175207301184,0.8436247469635628,0.6930365886031147,0.7548059405871905,0.7375927819652542,0.8648530442770388,0.8776664606360287,0.8089572466917803,0.7955991968571116,0.8698270520399383,0.8877560020753739
8,0.8782604920137136,0.7689308625307916,0.8506344888663968,0.7313863408447381,0.7567771254043575,0.7413630905873703,0.8649024891390262,0.8806685261364582,0.8131699796985261,0.7997388110537119,0.8717629549766277,0.890875850361246
9,0.8802164187473467,0.7696016711207334,0.8537227985829959,0.7612768404907976,0.7604688738840525,0.7431533803658424,0.8680211771111568,0.8830764421278984,0.8145658328923775,0.8032606462218113,0.8716743922235913,0.8955384531679655
10,0.8822515024351365,0.7698218424562256,0.8539998734817814,0.7680977908211422,0.7755833489427241,0.7483034975641144,0.8717863673351063,0.884420181739799,0.8178627401110369,0.7994401339167063,0.870882357615052,0.8981530704030016
11,0.8853132634833667,0.7703961274734421,0.8590650303643725,0.7692857037517697,0.7775116215629609,0.7538164123540767,0.8733802905922878,0.8864285021745755,0.8211941451368154,0.8004437163449405,0.8700419802118171,0.8996764800071496
12,0.8859810911453954,0.7711738259766913,0.8624734311740891,0.7684766546720152,0.7800299886125779,0.7555970792352238,0.8749194662793844,0.8868040514453309,0.8225091104657756,0.7992121896364192,0.8704337985781063,0.898449102864231
13,0.885616739360296,0.7703761866833143,0.8653947368421052,0.7742440420009438,0.7857059359291502,0.7576023761375126,0.87601418066142,0.8879276109622151,0.8258385097542267,0.8001541516189047,0.8680973737996049,0.9011848166711764
14,0.8867559566721936,0.7735386355691826,0.8676809210526315,0.7755894584709768,0.79475632006882,0.7604251884364371,0.8779984342578071,0.8887892453738331,0.8258208846382132,0.8015513991347676,0.8788276528486769,0.9009494152460533
15,0.8860279890498962,0.7738839461903634,0.8695116396761134,0.7783809432515337,0.7979534329757544,0.7626177727732328,0.8778468648168717,0.8887049264695698,0.8239580774213733,0.8024618250283087,0.8752231029601596,0.9033103267224238
16,0.8857161999655556,0.7727668698418164,0.8722532894736842,0.7817346773242095,0.8013757992999067,0.7627786331464288,0.8779396458776146,0.88908377612607,0.8230756229903256,0.8028193978215084,0.8701028220285943,0.9046472588598519
17,0.8857080820096284,0.7730417303511075,0.8759994939271255,0.7894615679565832,0.8046776660839161,0.7626436253332108,0.8781322311963076,0.8902439515291283,0.8229212052762135,0.802890901212978,0.8740376700355961,0.9048797971297283
18,0.8864001083395413,0.7759617068147733,0.8761778846153845,0.790588573619632,0.8047054285000714,0.7617649255446273,0.8778107080629235,0.8898165851200863,0.822873507223979,0.7995848157751915,0.8694003617076416,0.9053160290353732
19,0.885876619085382,0.777538136344672,0.8775822368421053,0.790705816422841,0.8047757772980988,0.7617336152219873,0.8775728903881597,0.8891790133556331,0.8233702979567639,0.7995434749107184,0.8678289229204561,0.9049260027456499
20,0.8856718102916556,0.7775312245966993,0.8782957995951417,0.790230798725814,0.8088230073497931,0.7616537595367221,0.87713975350308,0.8889878550132968,0.8231650675012634,0.7994896714841839,0.869753860944865,0.9048233387700183
21,0.8855920125121157,0.7778137631174571,0.8796027327935223,0.7897579931571497,0.8122805493117994,0.7609318986120048,0.8783098794209906,0.8893563923169616,0.823696161373095,0.8022751657766433,0.8697468107629721,0.9062607751041203
22,0.8848237580003044,0.7804190026170845,0.882306427125506,0.7908504896177442,0.8140188829028115,0.7594427911572754,0.8793614540172141,0.8896194060084767,0.8230984953951597,0.7969362533250248,0.8787110116078937,0.9063388105658705
23,0.8863428846354104,0.7816132768092274,0.884143471659919,0.7927785806984426,0.8149818262095048,0.7595430416398565,0.8805648659704557,0.8896651850639907,0.8241405338997169,0.801614169799058,0.8686281330067084,0.9063799787663112
