,Amount missing,Persentage missing
"SWAN,SWAN_10",4,0.2824858757062147
"SWAN,SWAN_11",4,0.2824858757062147
"PCIAT,PCIAT_20",4,0.2824858757062147
"CCSC,CCSC_55",4,0.2824858757062147
"PCIAT,PCIAT_19",4,0.2824858757062147
"CBCL,CBCL_92",4,0.2824858757062147
"CBCL,CBCL_96",4,0.2824858757062147
"PSI,PSI_10",4,0.2824858757062147
"PCIAT,PCIAT_17",4,0.2824858757062147
"RBS,RBS_09",4,0.2824858757062147
"SWAN,SWAN_16",4,0.2824858757062147
"RBS,RBS_12",4,0.2824858757062147
"SympChck,CSC_36C",4,0.2824858757062147
"CCSC,CCSC_23",4,0.2824858757062147
"RBS,RBS_21",4,0.2824858757062147
"SympChck,CSC_34P",4,0.2824858757062147
"WHODAS_SR,WHODAS_SR_11",4,0.2824858757062147
"PCIAT,PCIAT_07",4,0.2824858757062147
"SCQ,SCQ_34",4,0.2824858757062147
"SympChck,CSC_05P",4,0.2824858757062147
"C3SR,C3SR_39",4,0.2824858757062147
"SRS,SRS_64",4,0.2824858757062147
"CIS_SR,CIS_SR_07",4,0.2824858757062147
"CBCL,CBCL_66",4,0.2824858757062147
"CCSC,CCSC_19",4,0.2824858757062147
"SympChck,CSC_30C",4,0.2824858757062147
"SRS,SRS_44",4,0.2824858757062147
"SRS,SRS_51",4,0.2824858757062147
"RBS,RBS_13",4,0.2824858757062147
"WHODAS_SR,WHODAS_SR_12",4,0.2824858757062147
"SympChck,CSC_27P",4,0.2824858757062147
"SympChck,CSC_33C",4,0.2824858757062147
"APQ_P,APQ_P_16",3,0.211864406779661
"PCIAT,PCIAT_15",3,0.211864406779661
"APQ_P,APQ_P_10",3,0.211864406779661
"ESWAN,DMDD_3A",3,0.211864406779661
"ESWAN,DMDD_2A",3,0.211864406779661
"ESWAN,DMDD_3C",3,0.211864406779661
"APQ_P,APQ_P_15",3,0.211864406779661
"PCIAT,PCIAT_03",3,0.211864406779661
"PCIAT,PCIAT_05",3,0.211864406779661
"ESWAN,DMDD_4B",3,0.211864406779661
"ESWAN,DMDD_4A",3,0.211864406779661
"DTS,DTS_15",3,0.211864406779661
"PCIAT,PCIAT_08",3,0.211864406779661
"PCIAT,PCIAT_12",3,0.211864406779661
"PCIAT,PCIAT_18",3,0.211864406779661
"APQ_P,APQ_P_40",3,0.211864406779661
"APQ_P,APQ_P_25",3,0.211864406779661
"APQ_P,APQ_P_38",3,0.211864406779661
"CCSC,CCSC_03",3,0.211864406779661
"ESWAN,MDD_6",3,0.211864406779661
"RBS,RBS_08",3,0.211864406779661
"RBS,RBS_17",3,0.211864406779661
"RBS,RBS_22",3,0.211864406779661
"RBS,RBS_23",3,0.211864406779661
"CCSC,CCSC_29",3,0.211864406779661
"RBS,RBS_30",3,0.211864406779661
"WHODAS_SR,WHODAS_SR_05",3,0.211864406779661
"WHODAS_SR,WHODAS_SR_06",3,0.211864406779661
"WHODAS_SR,WHODAS_SR_07",3,0.211864406779661
"CCSC,CCSC_22",3,0.211864406779661
"SympChck,CSC_01P",3,0.211864406779661
"CCSC,CCSC_16",3,0.211864406779661
"CCSC,CCSC_11",3,0.211864406779661
"CCSC,CCSC_10",3,0.211864406779661
"SCARED_SR,SCARED_SR_32",3,0.211864406779661
"SCARED_SR,SCARED_SR_38",3,0.211864406779661
"CCSC,CCSC_08",3,0.211864406779661
"C3SR,C3SR_16",3,0.211864406779661
"C3SR,C3SR_17",3,0.211864406779661
"C3SR,C3SR_23",3,0.211864406779661
"C3SR,C3SR_24",3,0.211864406779661
"C3SR,C3SR_31",3,0.211864406779661
"C3SR,C3SR_32",3,0.211864406779661
"CCSC,CCSC_04",3,0.211864406779661
"ICU_P,ICU_P_22",3,0.211864406779661
"PSI,PSI_33",3,0.211864406779661
"ESWAN,MDD_9",3,0.211864406779661
"PSI,PSI_24",3,0.211864406779661
"SympChck,CSC_14P",3,0.211864406779661
"SympChck,CSC_11C",3,0.211864406779661
"ESWAN,SocAnx_04A",3,0.211864406779661
"MFQ_P,MFQ_P_09",3,0.211864406779661
"MFQ_P,MFQ_P_29",3,0.211864406779661
"MFQ_P,MFQ_P_32",3,0.211864406779661
"MFQ_P,MFQ_P_33",3,0.211864406779661
"APQ_SR,APQ_SR_05",3,0.211864406779661
"APQ_SR,APQ_SR_09",3,0.211864406779661
"APQ_SR,APQ_SR_10",3,0.211864406779661
"APQ_SR,APQ_SR_11",3,0.211864406779661
"APQ_SR,APQ_SR_13",3,0.211864406779661
"CCSC,CCSC_36",3,0.211864406779661
"CCSC,CCSC_35",3,0.211864406779661
"APQ_SR,APQ_SR_25",3,0.211864406779661
"SympChck,CSC_04P",3,0.211864406779661
"CCSC,CCSC_33",3,0.211864406779661
"APQ_SR,APQ_SR_35",3,0.211864406779661
"APQ_SR,APQ_SR_37",3,0.211864406779661
"WHODAS_P,WHODAS_P_07",3,0.211864406779661
"WHODAS_P,WHODAS_P_09",3,0.211864406779661
"CCSC,CCSC_31",3,0.211864406779661
"CIS_P,CIS_P_05",3,0.211864406779661
"APQ_SR,APQ_SR_07",3,0.211864406779661
"SympChck,CSC_34C",3,0.211864406779661
"SCQ,SCQ_18",3,0.211864406779661
"CBCL,CBCL_80",3,0.211864406779661
"CBCL,CBCL_32",3,0.211864406779661
"SRS,SRS_23",3,0.211864406779661
"SRS,SRS_22",3,0.211864406779661
"CBCL,CBCL_77",3,0.211864406779661
"SRS,SRS_20",3,0.211864406779661
"ASSQ,ASSQ_07",3,0.211864406779661
"SRS,SRS_19",3,0.211864406779661
"SRS,SRS_14",3,0.211864406779661
"CBCL,CBCL_46",3,0.211864406779661
"CBCL,CBCL_16",3,0.211864406779661
"SRS,SRS_63",3,0.211864406779661
"SRS,SRS_17",3,0.211864406779661
"CBCL,CBCL_98",3,0.211864406779661
"SRS,SRS_16",3,0.211864406779661
"SRS,SRS_42",3,0.211864406779661
"SDQ,SDQ_13",3,0.211864406779661
"CBCL,CBCL_72",3,0.211864406779661
"SRS,SRS_40",3,0.211864406779661
"SRS,SRS_38",3,0.211864406779661
"CBCL,CBCL_60",3,0.211864406779661
"CBCL,CBCL_58",3,0.211864406779661
"SRS,SRS_34",3,0.211864406779661
"SCQ,SCQ_35",3,0.211864406779661
"SympChck,CSC_23C",3,0.211864406779661
"SCQ,SCQ_36",3,0.211864406779661
"CBCL,CBCL_56F",3,0.211864406779661
"CBCL,CBCL_56E",3,0.211864406779661
"CBCL,CBCL_39",3,0.211864406779661
"SCQ,SCQ_37",3,0.211864406779661
"SRS,SRS_30",3,0.211864406779661
"CBCL,CBCL_49",3,0.211864406779661
"CBCL,CBCL_04",3,0.211864406779661
"CBCL,CBCL_45",3,0.211864406779661
