,Diag: Generalized Anxiety Disorder,Diag: Specific Phobia,Diag: Enuresis,Diag: Language Disorder,Diag: Autism Spectrum Disorder,Diag: No Diagnosis Given,Diag: Social Anxiety (Social Phobia),Diag: ADHD-Combined Type,Diag: Oppositional Defiant Disorder,Diag: Specific Learning Disorder with Impairment in Reading,Diag: ADHD-Inattentive Type,Diag: Specific Learning Disorder with Impairment in Mathematics
24,0.8686404228648993,0.7453369970466821,0.8908733454839719,0.7914547506065363,0.9100662373588799,0.8750126518218624,0.8301966619981327,0.8818067210125833,0.8889905197894888,0.7072418765511537,0.7910587246342614,0.7121009690870392
25,0.8689302356886618,0.7448184749972578,0.8901778314410608,0.7894998007944436,0.9119016191722171,0.8763461538461538,0.8324618415582126,0.8815974789935254,0.8889033625309398,0.7076813700707787,0.791486255309108,0.7121009690870392
26,0.8688287699278374,0.7442605377888352,0.8901398759754737,0.7904187578294721,0.9126548689775476,0.8758527327935223,0.836110901132067,0.8821734667917355,0.891720831430883,0.7097349250850262,0.7919123112317131,0.7121009690870392
27,0.869263237035652,0.7441328870040687,0.8886641968110075,0.793105024935382,0.9130626327622746,0.8749164979757085,0.8344361826439721,0.8825600383609927,0.8916771601823148,0.7102025691699605,0.7916057102406795,0.7121009690870392
28,0.8699932845265798,0.7437609288651202,0.8887412170685913,0.7934749749258677,0.9138548868515801,0.875037955465587,0.8377817175095925,0.882202244598291,0.8903973868342424,0.713137121978123,0.7920560995752713,0.7121009690870392
29,0.8696222887060584,0.7430984441006937,0.8892422292143403,0.796104698872556,0.9147532597353486,0.8744698886639675,0.837032381043372,0.8821721956248201,0.8888166608591866,0.713541283665778,0.7921290998112317,0.712125123676411
30,0.8695921545610682,0.7429849653464383,0.887420366866162,0.7966725437261152,0.9164638460449979,0.8744597672064778,0.836149874117563,0.8819913544760171,0.890619953500108,0.713448501700524,0.7931012564889098,0.712125123676411
31,0.8688506974743067,0.7429366318029591,0.8864957509436915,0.796924338062731,0.9166857240265891,0.8745951417004049,0.838002755450006,0.8817921264274367,0.8889036028404584,0.7136691102123357,0.7927305037753658,0.7121009690870392
32,0.8709533180455138,0.7423019913624934,0.8867608707876157,0.7960169443651586,0.9168128737720911,0.8740764170040487,0.8376008424359249,0.8813271079699163,0.8898892473505875,0.714661561264822,0.793038579518641,0.7121009690870392
33,0.8713809528137899,0.7423019913624934,0.8867316554694987,0.7979499419231562,0.917099313421992,0.8740700910931174,0.8389920104723549,0.8813081146175896,0.889889727969625,0.7142568250758342,0.7934815950920244,0.7121009690870392
34,0.8724183971508905,0.7423019913624934,0.8848911698840188,0.7996113336068693,0.9190752794679495,0.8726998987854252,0.8408377525172988,0.881250990671577,0.888123422968784,0.7139259123081165,0.7932446024067957,0.7121009690870392
35,0.8720329597080252,0.7423019913624934,0.8836750975473802,0.8012285953134167,0.9196206195172852,0.8713980263157894,0.8407684025634243,0.8811288562481474,0.8882312268201444,0.7141686391212428,0.7937771354412458,0.7121009690870392
36,0.8719762818048975,0.7423019913624934,0.8830299707602339,0.8014566708093493,0.918912423032015,0.8713436234817815,0.8420968874806294,0.8810635924201022,0.8880205704947974,0.7152403713576616,0.7942291470033034,0.7121009690870392
37,0.8718807675593508,0.7423019913624934,0.88249180381975,0.8017931993601637,0.9204151202732079,0.8714916497975708,0.8414599816688295,0.8809497797261943,0.8899251786300756,0.7150456154058278,0.7941129365266636,0.7121009690870392
38,0.8729314156036179,0.7423251074050269,0.8814887099297856,0.8031358373769087,0.9209822691250082,0.8710943825910931,0.841089753617589,0.8808550151154104,0.8897793257715938,0.7126913089438369,0.7945805804624823,0.712125123676411
39,0.874154904308291,0.7423019913624934,0.8812356734925384,0.8035056287958074,0.9208430875074578,0.8707072368421054,0.8426134228054041,0.8808550151154104,0.8904974156713846,0.7135226123724607,0.7937756606890043,0.7121009690870392
40,0.8740987284966343,0.7423019913624934,0.8812207113379882,0.8063415081941867,0.9209589666823064,0.8697672064777328,0.84202199058034,0.8808075317345938,0.8900440066806045,0.7140408125746851,0.793602819726286,0.712125123676411
41,0.8743471295950027,0.7423251074050269,0.8805659153807037,0.8075333248101104,0.923095410097339,0.8697937753036437,0.8440810800832077,0.8806944349548302,0.8879047363003549,0.7129779851089255,0.7930009733364793,0.7121009690870392
42,0.8752022801012493,0.7423251074050269,0.8801004322400203,0.8079564061930133,0.9232473890258405,0.870210020242915,0.8459200021837822,0.8806187493235893,0.888192236600742,0.7129911986395808,0.7927442189712128,0.7121239734578697
43,0.8753791288366713,0.7423019913624934,0.8803514150482113,0.8092510986037773,0.9231219687585078,0.8706578947368421,0.845573733616385,0.8803816237285904,0.8884299327533863,0.7137762547109109,0.7923032680509674,0.7121009690870392
44,0.8755657813408959,0.7423251074050269,0.8797110006063095,0.8103003816619887,0.9228239813249457,0.8700784412955465,0.8462488774870268,0.880457597137897,0.8896075795624766,0.7135823605110764,0.792626238791883,0.7121009690870392
45,0.8757823537355603,0.7423019913624934,0.8797767900799937,0.8102620618468832,0.923853769724533,0.8696255060728744,0.8461543606698051,0.8803827748408526,0.8901883826368362,0.7141261260226124,0.7927535099103352,0.7121009690870392
46,0.8757224858202444,0.7423251074050269,0.8794403677462886,0.8100508048499121,0.924402262554646,0.8695951417004049,0.8478576494315867,0.8803354353490687,0.8895789426781695,0.7147661205073995,0.7931844325153374,0.712125123676411
47,0.8752969806123438,0.7423019913624934,0.8788849527665317,0.8103750490580847,0.9247014374528841,0.8698203441295547,0.8483528543851323,0.8803354353490687,0.8879410680957074,0.7153526863682325,0.7933314653138273,0.7121009690870392
48,0.8747694577758386,0.7423251074050269,0.8790000843454789,0.809571405776763,0.9265696876264526,0.8698228744939271,0.847816379800296,0.8803354353490687,0.8887018379673017,0.713821927566872,0.7927965726757905,0.7121009690870392
49,0.8754792095175766,0.7423019913624934,0.8790978517573196,0.8095084999326071,0.9270391664742725,0.8694357287449392,0.8470617326140852,0.8803354353490687,0.8887768696080552,0.7143536285504183,0.7926719561113733,0.712125123676411
50,0.8746038519938224,0.7423019913624934,0.8792243699759432,0.8120182694289836,0.9264296123072645,0.8693079453441295,0.8483805672443891,0.8803354353490687,0.8869705781045987,0.7136550349296812,0.792690832940066,0.7121009690870392
