,New Diag: Specific Learning Disorder with Impairment in Reading,New Diag: Specific Learning Disorder with Impairment in Mathematics,New Diag: Borderline Intellectual Functioning
1,0.7296328247261347,0.7111271367521368,0.8003887792753549
2,0.753371388587938,0.7104807692307692,0.8003887792753549
3,0.76689999398098,0.7260438034188035,0.8392399724969678
4,0.7835649301793668,0.7263643162393162,0.8520538871521548
5,0.804281810521247,0.725892094017094,0.8604710107791387
6,0.804281810521247,0.7485042735042736,0.8662126744563455
7,0.804281810521247,0.7543258547008546,0.8661460522045132
8,0.8056622878295414,0.753426282051282,0.8707925058508004
9,0.8050746809919346,0.7592446581196581,0.8731973983156529
10,0.8125457144576863,0.759451923076923,0.8739032525324998
11,0.8155143553629468,0.7718301282051283,0.8821929824561403
12,0.8188047730829421,0.7741068376068376,0.8870864295597807
13,0.8199783315276272,0.7761987179487181,0.8904188660551086
14,0.8174572649572651,0.7758824786324787,0.8899525102922837
15,0.8221661851450583,0.7788974358974359,0.8919436614906301
16,0.825817503310461,0.7812884615384617,0.8923536018722562
17,0.8260988022149995,0.7850576923076923,0.8923612463485882
18,0.8257120500782473,0.7847350427350428,0.8926125745229676
19,0.8250667509329481,0.7838141025641026,0.892944874357266
20,0.8279282231852655,0.7838141025641026,0.89129341123012
21,0.829608944263874,0.7866068376068377,0.8902864329763064
22,0.8325833935235345,0.7874508547008547,0.8905495908710434
23,0.8342660105934755,0.7874722222222222,0.8906170672543091
24,0.8351416877332369,0.7891303418803419,0.8909553033020721
25,0.8347965270254001,0.7887008547008547,0.8904029365038693
26,0.8370420729505238,0.7926602564102565,0.8900588069492132
27,0.8370420729505238,0.793474358974359,0.8894050974563965
28,0.8403968339954255,0.7995662393162394,0.889266856283845
29,0.8437528891296496,0.7998995726495727,0.8885364457882778
30,0.8435448717948718,0.8037841880341882,0.8887312731683151
31,0.8443150355122186,0.8024786324786325,0.8888729308666017
32,0.8444083303238232,0.8021111111111111,0.8890669041152053
33,0.8454892560491153,0.8088055555555556,0.8888037889270402
34,0.8462730829420971,0.8108846153846153,0.8872097661388134
35,0.8455800228722765,0.8153055555555555,0.8863671654794241
36,0.8461827073552426,0.8169508547008547,0.8865695946292215
37,0.8458023654749007,0.8182649572649574,0.8865763422675481
38,0.8446855964848922,0.8167200854700856,0.8871085515639147
39,0.8446313049235584,0.816826923076923,0.8856906933838978
40,0.844962381124353,0.818094017094017,0.8848228531406412
41,0.8442118695076442,0.818852564102564,0.8846263174977367
42,0.845009359576261,0.8203226495726496,0.884622174960283
43,0.8452800951005177,0.8203653846153847,0.8843607253284134
44,0.8444642470205851,0.8210598290598291,0.8842991424520406
45,0.844083423618635,0.8227222222222222,0.8842957259263056
46,0.8423546707596004,0.8272799145299145,0.8840317566067066
47,0.8422351330203443,0.8274316239316241,0.882831659235723
48,0.8421296797881304,0.8264444444444443,0.8830264866157604
49,0.8428767906584808,0.8294465811965812,0.8829632381830915
50,0.8427651980257614,0.8293717948717949,0.883562923862724
