,Diag: Oppositional Defiant Disorder,Diag: Specific Phobia,Diag: No Diagnosis Given,Diag: ADHD-Inattentive Type,Diag: Language Disorder,Diag: Specific Learning Disorder with Impairment in Reading,Diag: ADHD-Combined Type,Diag: Generalized Anxiety Disorder,Diag: Social Anxiety (Social Phobia),Diag: Specific Learning Disorder with Impairment in Mathematics,Diag: Enuresis,Diag: Autism Spectrum Disorder
38,0.8812319066958244,0.7158613083577563,0.8310671811740891,0.7415952394997639,0.7241593736124986,0.6121290157643167,0.8436043266990778,0.8464085894865508,0.83546738316766,0.7140407735722214,0.8091455008410099,0.8500267407115025
39,0.8810442900455788,0.7156080826190938,0.8309887398785424,0.741427191481831,0.7244411850550245,0.6116593609247174,0.8436044705881105,0.8460126946902962,0.8367777573923123,0.711179632868109,0.8091455008410099,0.8505017100318837
40,0.8808580601815137,0.7161702227443407,0.8309887398785424,0.7412543505191128,0.7253461431921254,0.6108757411067194,0.8435854772357839,0.8450174779772291,0.837105105972924,0.7135990338164251,0.8091455008410099,0.8504967408852776
41,0.880400360664536,0.7160294250307275,0.8309887398785424,0.7411021560877773,0.7252829301155194,0.6107999069307841,0.8435949739119473,0.8449374506565279,0.8375961900877293,0.7159924264250985,0.8091455008410099,0.850769315747271
42,0.8800871472456524,0.7159185730994873,0.8309887398785424,0.7410925701982066,0.7243628283918463,0.6108122587094402,0.8435949739119473,0.8457592986474693,0.8359880568294284,0.7144984823815553,0.8091455008410099,0.8513263442555257
43,0.880087387555171,0.7154252557372376,0.8309887398785424,0.7410925701982067,0.7247359275149454,0.6108122587094402,0.8435949739119473,0.8465587148362836,0.8356205103855636,0.7164811799678833,0.8091708044847348,0.8511388779244939
44,0.8800256280088753,0.7157205106441432,0.8309887398785424,0.7410925701982066,0.7247560487627452,0.6108248977387627,0.8436044705881105,0.8457144155655282,0.8362128656435088,0.715673246363411,0.8091455008410099,0.8504515675774977
45,0.8800100879933354,0.7154525746965954,0.8309887398785424,0.7411021560877773,0.7239528242095206,0.6107999069307841,0.8435949739119473,0.8458366120772043,0.8359673651444585,0.7168425831004978,0.8091455008410099,0.8509839158530259
46,0.8793023113770536,0.7162290635798805,0.8309887398785424,0.7410829843086362,0.7246533117180439,0.6107999069307841,0.8436043266990778,0.8462483032770992,0.8363037471985295,0.7147959646313382,0.8091455008410099,0.8516405920938851
47,0.879114464430186,0.7160357294059638,0.8309887398785424,0.7411021560877773,0.7240739456476064,0.6107999069307841,0.8436044705881105,0.8461459199008283,0.8357433131298496,0.7143866990067919,0.8091455008410099,0.8515210470873189
48,0.8790527098903388,0.7161434291495858,0.8309887398785424,0.7410925701982066,0.7252172690900369,0.6108122587094402,0.8435949739119473,0.8461906536538407,0.8352993955578233,0.7136095644580237,0.8091708044847348,0.8519818785442925
49,0.8790545722891082,0.7162600600914596,0.8309887398785424,0.7410925701982066,0.7246049003080254,0.6108122587094402,0.8435949739119473,0.846323872371811,0.8345592587984718,0.7157270497899455,0.8091455008410099,0.8521755842367581
50,0.878912364124993,0.7152371752093514,0.8309887398785424,0.7411021560877773,0.7242644446327482,0.6108248977387627,0.8436044705881105,0.8462156759882544,0.8350282776153939,0.7179660339347971,0.8091455008410099,0.852711478356284
