,Diag: Oppositional Defiant Disorder,Diag: Specific Phobia,Diag: No Diagnosis Given,Diag: ADHD-Inattentive Type,Diag: Language Disorder,Diag: Specific Learning Disorder with Impairment in Reading,Diag: ADHD-Combined Type,Diag: Generalized Anxiety Disorder,Diag: Social Anxiety (Social Phobia),Diag: Specific Learning Disorder with Impairment in Mathematics,Diag: Enuresis,Diag: Autism Spectrum Disorder
26,0.8818161041421352,0.7156506371519396,0.836346786437247,0.7444387830344503,0.7106521516677766,0.6254452385329534,0.8444185091083524,0.8442216391901438,0.8344909478034092,0.7075009547930613,0.8091455008410099,0.8451330498313139
27,0.8823344317480915,0.7163020892597023,0.835134741902834,0.7445779996460595,0.7116708638583639,0.6256802095780861,0.8442383600393143,0.8432950878140669,0.8354659876819295,0.7135888158555951,0.8091455008410099,0.8476545917645394
28,0.8830063571880583,0.715611234806712,0.8332338056680161,0.7442427884615385,0.7146440043091828,0.6232013799522016,0.8441451199460743,0.8440964474431423,0.8348126510099293,0.7135779669496428,0.8091455008410099,0.8475780230492272
29,0.8828709477807415,0.7166955873473753,0.8332673329959516,0.7437592172015102,0.714963398456702,0.6198829166283666,0.8440596498606043,0.8448089325535333,0.8347770639365193,0.714760453029765,0.8091455008410099,0.8464363398945929
30,0.8823418763367217,0.7165668730196317,0.8330699645748988,0.7436326834591789,0.7179449704561311,0.619672649140546,0.844003389248788,0.8462225602682899,0.8349702052860124,0.7152122097373258,0.8091455008410099,0.8452829972435925
31,0.8821739350283165,0.7156322493908334,0.8330446609311741,0.7433350784568192,0.7187243795391116,0.6185549567974997,0.8435474049039149,0.8453225028740408,0.8340314152272603,0.7168752359064727,0.8091455008410099,0.8461521055362334
32,0.881689851528769,0.7157362715822342,0.8327397520242915,0.7429965490797547,0.7212511112399504,0.6181276714311977,0.8435854772357839,0.8452501454333914,0.8346537099972423,0.7153650994659859,0.8091455008410099,0.8474493672509655
33,0.8815325889745992,0.7158718156498172,0.8325853997975707,0.7427284391222274,0.7201938178389071,0.6170601043294421,0.8435949739119473,0.8454206833984321,0.834232544529556,0.7146611433842333,0.8091455008410099,0.8470865078360257
34,0.8817057820472769,0.7154494225089774,0.8319009362348178,0.7425567779613025,0.7219679291442684,0.6162878309127675,0.8435949739119473,0.8463575752617801,0.8348045733785769,0.7128549652589331,0.8091455008410099,0.8482886482514479
35,0.8815961959003195,0.7159101672658387,0.8316997722672065,0.7422692012741859,0.721438265355676,0.6164656390752826,0.8436044705881105,0.8458584379068673,0.8355513529124792,0.7110316901958945,0.8091455008410099,0.8485732798105353
36,0.8812021183284069,0.7156501117873366,0.8310671811740891,0.7421122876356772,0.7221274967591932,0.6162096987315011,0.8435949739119473,0.8454496791808637,0.836241064079305,0.7104797751378586,0.8091455008410099,0.8498005638595332
37,0.881264278390567,0.7158634098161685,0.8310671811740891,0.7416995044832468,0.722157503954379,0.6144043282930417,0.8435854772357839,0.8459202406056955,0.8352068691669571,0.7114099780900118,0.8091455008410099,0.8501251844294005
